,clean2,sentiment,followers_count,in_reply_to_screen_name,favorited,friends_count
284,i went multiple time to store for aadhar enrolment and one number mnp my aadhar was outside state httpstco87oebztwf5,0.0,32,Airtel_Presence,0,286
285,replied privately,-1.0,0,Airtel_Presence,0,13
286,rt airtel indias leading provider of fake promises,-1.0,5,,0,36
287,still waiting for resolution of issue,0.0,58,Airtel_Presence,0,99
288,internal wiring has been done already now how should i call airtel engineer for installation your httpstcoblp6fc6rf3,0.0,6,gxoel01,0,72
289,discontinue and switch to i will also dis httpstco8if29v24wv,-1.0,2852,arjunparekh01,0,272
290,my network still has not come this is ridiculous i should sue you been 18 hours no httpstcodcy08tikmk,-1.0,41,Airtel_Presence,0,213
291,rt have you any plan like i want to port out from due to bad network no network in o,0.0,48,,0,304
292,sent you a message thank you,0.0,873,Airtel_Presence,0,772
293,have you any plan like i want to port out from due to bad network no network in our aream,0.0,48,airtelindia,0,304
294,the complaint not yet solved,0.0,1,airtel_care,0,121
295,is way too far for me edu00a0u00bdedu00b8u00b9edu00a0u00bdedu00b8u00b9 have a great experience with them too edu00a0u00beedu00b4u0099,0.0,684,JigarChauhann,0,300
296,just credited with left 2 gb data of my offer pack thanks for for your kind initiative and quick response ,1.0,17,Joydeep96943009,0,22
297,i have been cheated with the schemes i was promised a pack of u20b9399 for 70 days with 4gunlimited talk time,-1.0,77,Airtel_Presence,0,817
298,can i expect any positive response from your team or is this the india largest netwo httpstcoktaspxblds,0.0,24,181shashank,0,52
299,security error any one lost the mobile  i have got the device am go the shop and pay to the bill httpstco5egvfxyuvf,0.0,0,airtelindia,0,12
300,where is the link,0.0,2807,Airtel_Presence,0,967
301,shame on you the way you guys treat your loyal customers ineffective customers care department,-1.0,110,Airtel_Presence,0,199
302,hey assholes how long does it take for you to do a simple thing,-1.0,105,Airtel_Presence,0,98
303,and several time internet connection is flactuating bw 2g 3g n 4g,-1.0,153,Airtel_Presence,0,239
304,wrse experience registering digital tv complaint frm 15 days but no engineer visits i wish i chose you,-1.0,55,Airtel_Presence,0,81
305,still waiting to hear from you,0.0,77,Airtel_Presence,0,817
306,it feels like i am the service specialist and you are my customer,-1.0,16,airtelindia,0,63
307,the assistance you should provide is carry forward data,0.0,789,Airtel_Presence,0,1334
308,without my permission plan is changed and i am charged extra escalated to nodal team but concern not solved till now,-1.0,0,Airtel_Presence,0,3
309,i was having 50gb data on 1st sep and i used only 3gb data on 16th its only 9gb where is my rest data where is your promise,-1.0,9,airtelindia,0,10
310,wish to get wifi installed in dwarka sector 19 please call me at 8235369472,0.0,14,airtelindia,0,237
311,your pathetic network httpstcon3a9axpold,-1.0,36,Airtel_Presence,0,154
312,which you are claiming to attempt,0.0,7,bhattbhavinp,0,42
313,i want network i want network i want network i want network i want network i want network i want n httpstcozdli2k9igk,-1.0,106,HospitalBaba,0,230
314,for 9038313938 the net connectivity around rajarhat area kolkata is very poorforget 4g even 2g is not der,-1.0,94,Airtel_Presence,0,1045
315,in gc 16 very poor connectivity too,-1.0,12,bineshKC,0,48
316,dear airtel the speed of your network is very pathetic jio is working way better than your network so switching 12,-1.0,13,Airtel_Presence,0,37
317,m no9962745197 wanted a broadband connectionreceived worst service ever possible raised to nodal office still no result,0.0,20,Airtel_Presence,0,80
318,dear  it is not mandatory to connect our with httpstcom6ppwlgmam,0.0,2513,,0,1497
319,i cannot keeping giving the information over and over again and this time i will see i influence httpstcobhqffsrb5e,0.0,67,HridayaAsher,0,245
320,last 2 days internet goes to very poor please support,0.0,6371,Airtel_Presence,0,732
321,i want my money to be refunded as soon as possible i am not asking for companys money i want my money,-1.0,11,Airtel_Presence,0,95
322,"rt why its written   ""  unlimited calls  ""   when i get to talk for 1000 mins per week also not 84 days",0.0,19,,0,33
323,allows to credit amount then ask who r you when customer wa httpstcom0zksx2j1u,-1.0,1,airtelindia,0,6
324,rt,0.0,6241,,0,354
325,hello please assist with the stated issue thank you  ^ anopo,0.0,152533,SumitVerma1411,0,15817
326,kudos to at heart of hyderabad httpstcoiycw5qbjjs,0.0,7,Airtel_Presence,0,22
327,why r you sharing the link to private message here in public ,-1.0,600,Airtel_Presence,0,488
328,thank you httpstco9xgzzjqtpl,1.0,106,,0,189
329,request to you all plz sale entire group of to ji  he will take httpstco8th1qtvahx,-1.0,25,Airtel_Presence,0,50
330, @ airtelindia offers 60gb free data to postpaid users heres how to claim it httpstcoyzvdcz47cm httpstcoox0cboxqnx,0.0,6056114,,0,863
331,mobile no9993911391recharged rs349 2 months beforefor calling balance is deducting after recharge,0.0,3,Airtel_Presence,0,37
332,you can find all the details in  [ case700842 ] ,0.0,152,Airtel_Presence,0,308
333,still pending for resolution,-1.0,12,ASHISHJAIN1586,0,23
334,finally got connected to largest network edu00a0u00bdedu00b8u009e,1.0,51,AparneshMantri,0,76
335,or i have to write to trai,-1.0,96,Airtel_Presence,0,336
336,airtel no 4g speed since 3 daysno action taken by net team  @ airtelpresence,0.0,20,,0,105
337,anybody interested in me ranting about a shitty telecom operator  & gt ,-1.0,1215,,0,376
338,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,0.0,282,,0,447
339,cheater company fraud company,-1.0,25,Airtel_Presence,0,694
340,where to send give me some contact info,0.0,80,Airtel_Presence,0,545
341,when i call your customer care they have confirmed that they have already received the same both h httpstcorof1zqqtmg,-1.0,8,Airtel_Presence,0,15
342,for how any years did i need to wait,-1.0,41,Airtel_Presence,0,195
343,spending time here for tweeting to each other now i will never recharge air tel and i am going to change my operator,0.0,118,Airtel_Presence,0,289
344,rt hey please desist from spreading misinformation httpstcoi9ohafzsiz,-1.0,302,,0,173
345,i am getting too many messages i do not know please react immediately,0.0,11,Airtel_Presence,0,76
346,any1 wants to call me bt could not get connected n receive this msg after half a day httpstcov8t0ca5g8n,0.0,86,Airtel_Presence,0,1299
347,can you help me to move my current plan to 349 with unlimited voice sms and 1gbper day before ending my jio plan,1.0,11,airtelindia,0,38
348,i am unable to connect to customer care from airtel number of mine and acc to its problem from your s httpstcoshi6wzhu4r,-1.0,5,,0,54
349,pls help me with prepaid customer care number for up west 9897098970 does not work,-1.0,750,airtelindia,0,491
350,rt had worst evr exp wid cust care servicenetwork issue rno 79265151 dt sept 7 which was closed on sept12 with,-1.0,49759,,0,4930
351,iti staff quarters bangalore 560016 at this perticular location huge nw problem nt able to use internet,0.0,177,Airtel_Presence,0,291
352,on 30817ebill was sent inr 25 httpstcoqtyc11rfm5,0.0,0,ManojVSSH,0,42
353,as per discussion with cust support my no is in prepaid not postpaid give me confirmation that i am in post or prepaid,0.0,22,Airtel_Presence,0,141
354,hahaha you must know the area you r staying bec it depends only upon the area,0.0,7,pankajpisher,0,104
355,not just  same is the case with  etc etc etc non stop msgs on linking to aadhar,0.0,187,aparatbar,0,591
356,hi i am amit kashyap from ajmer my airtel aap no is 9785656168 plz give me my five recharge cashback in my wallet thanx,0.0,4,Airtel_Presence,0,15
357,9987845678 i hope aap log jab call karo tho lag jaye call or else baaki toh pareshan ho jate h cal httpstcoiwx1v7rrza,0.0,24,Airtel_Presence,0,23
358,thank you  httpstcoo7xlvv9ylm,1.0,101,airtelindia,0,129
359,ridiculous services from httpstcop3ddtwpsyg,-1.0,63,TRAI,0,459
360,this is your standard reply right,-1.0,10,Airtel_Presence,0,17
361,messaged you,0.0,45,Airtel_Presence,0,111
362,let me know if you want a screenshot,0.0,46,Airtel_Presence,0,82
363,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,-1.0,221,,0,566
364,try dil se desi service se world class,-1.0,209,binit21989,0,371
365,what the hell your network is disgusting in delhi,0.0,10,Airtel_Presence,0,216
366,i want to port my sim to please tell me a way services is so irritating,0.0,60,,0,279
367,any1 wants to call me bt could not get connected receive msg after half a day in ncr httpstcomr9jnqenvp,0.0,86,Airtel_Presence,0,1299
368,since morning could not transfer funds  & amp could not order dinner cuz i did not have active sim pls answer,0.0,2699,mayur_tendulkar,0,1145
369,rest after tomorrow evening if services get impacted i will pay extra amnt to airtel for helping me,0.0,54,Airtel_Presence,0,395
370,lol i switched to the moment they launched 4g in my city airte httpstcogdeuankre0,-1.0,22314,gops333,0,348
371,stop sending such messages repeatedly it really gets irritating at times httpstcof2g3o505hy,0.0,4,Airtel_Presence,0,225
372,same here digital tv httpstcodkyfxjzjxt,0.0,1177,_Aham_Brahmasmi,0,1629
373,that too struggling for network it was ok 2 weeks before do not know what happened suddenly httpstcopcxayykqkj,0.0,4,Airtel_Presence,0,52
374,dear your network is so bad here soon i will port my number,-1.0,70,,0,498
375,rt hey  why my outgoing calls barred i am now in sudan internl roaming i have intern,0.0,37573,,0,7831
376,rt i am asking whether u20b9399 for 28 days  ( karnataka circle elegible for roaming free outgoing confirm asa,0.0,195,,0,97
377,agree,0.0,499,thegeosam,0,1827
378,i called to care to deactivate hd pack then your representative told about this channel n i was su httpstco58gyyvww1k,0.0,4,Sachin102131,0,42
379,you called me on 12th july 2017 and assured me that network will enhanced with in 30 to 60 days n httpstco77ekhlbbxf,0.0,29,Airtel_Presence,0,63
380,last recharge for 110 by cash from airtel service centre global cellcom sect 61 noida dont no httpstcoxlqdej53nc,0.0,8,Airtel_Presence,0,18
381,is giving worst service replace to,-1.0,84,Airtel_Presence,0,346
382,we are getting speed of 2kbps and sometime 8bytes and most important thing we cannot do the basic thing calling no network,-1.0,89,airtelindia,0,119
383,15 on by urright2know httpstcoihpwxm0mzx,0.0,3005,,0,11
384,rt stop spamming my inbox 100msgs in a single day tat 2 while having airtel sim in si,-1.0,152,,0,196
385,rt despite of plan change request you charged inr 2575 for month attempts madebut false confirmati,-1.0,0,,0,42
386,is there any way we can complain about  they r doing nothing abot the complaint excpt taking,-1.0,31,DoT_India,0,132
387,yes check below ss httpstcojk3i20qicq,0.0,139,Airtel_Presence,0,90
388,respected manoj sir requesting your kind intervention airtel fake it is plans they are not even bother reply,0.0,2,airtelindia,0,115
389,broadband speed back to normal thank you for addressing the issue,1.0,76638,Airtel_Presence,0,252
390,hi i have dm my details in link provided by your teamkindly confirm the same,0.0,7,SumitVerma1411,0,79
391,the future plans of boosting network will certainly not improve upon current situation and scenari httpstcofvh5ox15jj,-1.0,91,Airtel_Presence,0,171
392,its about private operators only,0.0,71,SaraswatiHebbar,0,440
393,your team is unable to resolve network issue and still wants customer to pay,-1.0,2,Airtel_Presence,0,5
394,the worst part is till 10th min it says wait your call is important after 10th min it says all are bus httpstcokotmeo2tdv,-1.0,1,airtelindia,0,2
395,can you please let me know why my cellphone 8806953457 is ofs even payments are done ,0.0,61,Airtel_Presence,0,30
396,rt complaint 87432564 is not resolved despite calling helpline many times router change rqsted,0.0,27,,0,94
397,as you can see in the screenshotnetwork and its internet speed httpstco492zc6qyfl,0.0,24,viakaran,0,252
398,rt  @ airtelindia steps up to compete with rivals httpstcoxstcznr69a,1.0,740,,0,259
399,still tower is upgrading in barhni pls check n provide landline connection,0.0,8,Airtel_Presence,0,79
400,rt shameful airtel they dnt have shame at all,-1.0,192,,0,33
401,no i am fully satisfied with your response and results,0.0,3,Airtel_Presence,0,25
402,airtel offers 60gb free data to postpaid customers here is what you need to do httpstcohxf1yfrdao httpstcodp2bkze5kv,1.0,219351,,0,219
403,rt,0.0,21,,0,0
404,dropped a dm hoping for a quick solution,0.0,157,Airtel_Presence,0,21
405,gravely disappointed the company does not stand to its name broadband not working since 28th june various deadlines to 12,-1.0,42,airtelindia,0,155
406,richa  why do you need my bank acc num to check this hav sent you my mobile num can you check n reply,0.0,115,Airtel_Presence,0,42
407,05224047082 not working airtel fairy tale of unplanned outage is still on lets see the fairy tale ends when,-1.0,56,airtelindia,0,410
408,i have a complaint regarding getting only 800mb data per day instead of total 1gb at the recharge of r httpstcolkg27re0yq,-1.0,69,airtelindia,0,143
